<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2023.06.05	00:30:00	1.07077	1.07077	1.07062	1.07071	82	0	26
2023.06.05	00:45:00	1.07072	1.07087	1.07060	1.07068	136	0	15
2023.06.05	01:00:00	1.07067	1.07077	1.07039	1.07066	410	0	0
2023.06.05	01:15:00	1.07066	1.07079	1.07055	1.07066	355	0	0
2023.06.05	01:30:00	1.07067	1.07067	1.07040	1.07048	299	0	0
2023.06.05	01:45:00	1.07049	1.07052	1.07006	1.07010	260	0	1
2023.06.05	02:00:00	1.07006	1.07016	1.06997	1.06999	401	0	0
2023.06.05	02:15:00	1.06999	1.07008	1.06972	1.06978	487	0	0
2023.06.05	02:30:00	1.06978	1.06983	1.06955	1.06958	384	0	0
2023.06.05	02:45:00	1.06958	1.06983	1.06937	1.06968	460	0	0
2023.06.05	03:00:00	1.06970	1.06971	1.06918	1.06938	717	0	0
2023.06.05	03:15:00	1.06938	1.06946	1.06903	1.06918	628	0	0
2023.06.05	03:30:00	1.06918	1.06937	1.06903	1.06933	614	0	0
2023.06.05	03:45:00	1.06934	1.06959	1.06927	1.06937	730	0	0
2023.06.05	04:00:00	1.06937	1.06982	1.06931	1.06970	871	0	0
2023.06.05	04:15:00	1.06969	1.06974	1.06908	1.06934	901	0	0
2023.06.05	04:30:00	1.06934	1.06984	1.06922	1.06970	836	0	0
2023.06.05	04:45:00	1.06970	1.07016	1.06969	1.07015	991	0	0
2023.06.05	05:00:00	1.07015	1.07046	1.07009	1.07028	855	0	0
2023.06.05	05:15:00	1.07028	1.07032	1.06990	1.07006	650	0	0
2023.06.05	05:30:00	1.07007	1.07014	1.06986	1.07004	574	0	0
2023.06.05	05:45:00	1.07004	1.07015	1.06993	1.07003	377	0	0
2023.06.05	06:00:00	1.07002	1.07024	1.06997	1.07010	484	0	0
2023.06.05	06:15:00	1.07009	1.07016	1.06991	1.06998	387	0	0
2023.06.05	06:30:00	1.06997	1.07042	1.06997	1.07022	431	0	0
2023.06.05	06:45:00	1.07023	1.07028	1.07010	1.07026	394	0	0
2023.06.05	07:00:00	1.07025	1.07034	1.06967	1.06977	487	0	0
2023.06.05	07:15:00	1.06977	1.06996	1.06965	1.06995	327	0	0
2023.06.05	07:30:00	1.06995	1.07001	1.06967	1.06973	370	0	0
2023.06.05	07:45:00	1.06972	1.07001	1.06971	1.06999	320	0	0
2023.06.05	08:00:00	1.06999	1.07000	1.06958	1.06964	521	0	0
2023.06.05	08:15:00	1.06964	1.06965	1.06940	1.06957	544	0	0
2023.06.05	08:30:00	1.06957	1.07006	1.06953	1.07002	580	0	0
2023.06.05	08:45:00	1.07001	1.07039	1.06994	1.07015	665	0	0
2023.06.05	09:00:00	1.07011	1.07012	1.06943	1.06958	1182	0	0
2023.06.05	09:15:00	1.06959	1.06968	1.06918	1.06934	801	0	0
2023.06.05	09:30:00	1.06936	1.06955	1.06917	1.06928	894	0	0
2023.06.05	09:45:00	1.06927	1.06946	1.06892	1.06938	956	0	0
2023.06.05	10:00:00	1.06938	1.06982	1.06834	1.06908	1770	0	0
2023.06.05	10:15:00	1.06908	1.06915	1.06842	1.06881	1398	0	0
2023.06.05	10:30:00	1.06881	1.06995	1.06861	1.06946	1260	0	0
2023.06.05	10:45:00	1.06946	1.06946	1.06897	1.06898	1214	0	0
2023.06.05	11:00:00	1.06897	1.06972	1.06854	1.06944	1404	0	0
2023.06.05	11:15:00	1.06944	1.06961	1.06887	1.06895	1013	0	0
2023.06.05	11:30:00	1.06893	1.06954	1.06866	1.06930	1024	0	0
2023.06.05	11:45:00	1.06930	1.06978	1.06912	1.06961	848	0	0
2023.06.05	12:00:00	1.06961	1.06968	1.06901	1.06956	759	0	0
2023.06.05	12:15:00	1.06956	1.06962	1.06915	1.06934	495	0	0
2023.06.05	12:30:00	1.06934	1.06991	1.06919	1.06971	502	0	0
2023.06.05	12:45:00	1.06970	1.06986	1.06912	1.06923	501	0	0
2023.06.05	13:00:00	1.06922	1.06935	1.06887	1.06894	579	0	0
2023.06.05	13:15:00	1.06893	1.06911	1.06870	1.06876	469	0	0
2023.06.05	13:30:00	1.06877	1.06899	1.06869	1.06899	385	0	0
2023.06.05	13:45:00	1.06899	1.06949	1.06898	1.06929	460	0	0
2023.06.05	14:00:00	1.06929	1.06950	1.06926	1.06948	367	0	0
2023.06.05	14:15:00	1.06947	1.06950	1.06877	1.06877	383	0	0
2023.06.05	14:30:00	1.06877	1.06883	1.06849	1.06853	339	0	0
2023.06.05	14:45:00	1.06853	1.06939	1.06851	1.06897	622	0	0
2023.06.05	15:00:00	1.06897	1.06917	1.06887	1.06896	551	0	0
2023.06.05	15:15:00	1.06897	1.06899	1.06842	1.06842	439	0	0
2023.06.05	15:30:00	1.06842	1.06843	1.06751	1.06772	734	0	0
2023.06.05	15:45:00	1.06772	1.06800	1.06747	1.06789	602	0	0
2023.06.05	16:00:00	1.06787	1.06847	1.06779	1.06797	771	0	0
2023.06.05	16:15:00	1.06797	1.06860	1.06788	1.06846	709	0	0
2023.06.05	16:30:00	1.06847	1.06865	1.06816	1.06839	997	0	0
2023.06.05	16:45:00	1.06838	1.06914	1.06798	1.06802	1174	0	0
2023.06.05	17:00:00	1.06837	1.07225	1.06837	1.07162	3554	0	0
2023.06.05	17:15:00	1.07162	1.07209	1.07115	1.07178	1871	0	0
2023.06.05	17:30:00	1.07178	1.07199	1.07112	1.07186	1462	0	0
2023.06.05	17:45:00	1.07185	1.07205	1.07055	1.07108	1508	0	0
2023.06.05	18:00:00	1.07106	1.07141	1.07077	1.07117	1224	0	0
2023.06.05	18:15:00	1.07116	1.07148	1.07095	1.07128	678	0	0
2023.06.05	18:30:00	1.07127	1.07143	1.07033	1.07102	743	0	0
2023.06.05	18:45:00	1.07103	1.07208	1.07101	1.07208	655	0	0
2023.06.05	19:00:00	1.07207	1.07208	1.07184	1.07200	642	0	0
2023.06.05	19:15:00	1.07200	1.07213	1.07128	1.07132	502	0	0
2023.06.05	19:30:00	1.07132	1.07141	1.07100	1.07108	347	0	0
2023.06.05	19:45:00	1.07108	1.07126	1.07101	1.07115	362	0	0
2023.06.05	20:00:00	1.07116	1.07132	1.07091	1.07101	333	0	0
2023.06.05	20:15:00	1.07100	1.07140	1.07081	1.07083	421	0	0
2023.06.05	20:30:00	1.07083	1.07118	1.07075	1.07109	435	0	0
2023.06.05	20:45:00	1.07109	1.07131	1.07109	1.07130	318	0	0
2023.06.05	21:00:00	1.07129	1.07144	1.07109	1.07126	328	0	0
2023.06.05	21:15:00	1.07126	1.07153	1.07126	1.07145	355	0	0
2023.06.05	21:30:00	1.07145	1.07157	1.07112	1.07150	581	0	0
2023.06.05	21:45:00	1.07150	1.07173	1.07130	1.07139	544	0	0
2023.06.05	22:00:00	1.07143	1.07145	1.07112	1.07138	470	0	0
2023.06.05	22:15:00	1.07137	1.07153	1.07131	1.07148	288	0	0
2023.06.05	22:30:00	1.07148	1.07175	1.07130	1.07134	283	0	0
2023.06.05	22:45:00	1.07135	1.07148	1.07120	1.07126	277	0	0
2023.06.05	23:00:00	1.07130	1.07133	1.07114	1.07119	206	0	0
2023.06.05	23:15:00	1.07118	1.07125	1.07109	1.07112	117	0	0
2023.06.05	23:30:00	1.07112	1.07119	1.07097	1.07117	116	0	0
2023.06.05	23:45:00	1.07117	1.07128	1.07117	1.07125	105	0	1
2023.06.06	00:00:00	1.07109	1.07131	1.07088	1.07105	70	0	23
2023.06.06	00:15:00	1.07125	1.07138	1.07096	1.07115	91	0	17
2023.06.06	00:30:00	1.07101	1.07127	1.07099	1.07119	194	0	11
2023.06.06	00:45:00	1.07119	1.07122	1.07105	1.07116	105	0	17
2023.06.06	01:00:00	1.07116	1.07143	1.07106	1.07106	212	0	2
2023.06.06	01:15:00	1.07106	1.07112	1.07093	1.07107	241	0	1
2023.06.06	01:30:00	1.07108	1.07125	1.07107	1.07114	192	0	2
2023.06.06	01:45:00	1.07113	1.07138	1.07113	1.07135	340	0	1
2023.06.06	02:00:00	1.07132	1.07140	1.07084	1.07093	294	0	0
2023.06.06	02:15:00	1.07093	1.07103	1.07073	1.07080	218	0	0
2023.06.06	02:30:00	1.07081	1.07106	1.07079	1.07095	179	0	0
2023.06.06	02:45:00	1.07096	1.07122	1.07094	1.07115	179	0	0
2023.06.06	03:00:00	1.07115	1.07144	1.07099	1.07128	316	0	0
2023.06.06	03:15:00	1.07128	1.07144	1.07124	1.07136	144	0	0
2023.06.06	03:30:00	1.07138	1.07162	1.07134	1.07154	202	0	0
2023.06.06	03:45:00	1.07153	1.07169	1.07145	1.07160	232	0	0
2023.06.06	04:00:00	1.07160	1.07170	1.07149	1.07161	162	0	0
2023.06.06	04:15:00	1.07161	1.07165	1.07144	1.07151	360	0	0
2023.06.06	04:30:00	1.07151	1.07164	1.07129	1.07138	362	0	0
2023.06.06	04:45:00	1.07138	1.07157	1.07129	1.07155	261	0	0
2023.06.06	05:00:00	1.07156	1.07248	1.07154	1.07245	519	0	0
2023.06.06	05:15:00	1.07245	1.07247	1.07185	1.07196	325	0	0
2023.06.06	05:30:00	1.07196	1.07203	1.07163	1.07174	414	0	0
2023.06.06	05:45:00	1.07174	1.07189	1.07163	1.07184	276	0	0
2023.06.06	06:00:00	1.07183	1.07193	1.07169	1.07184	237	0	0
2023.06.06	06:15:00	1.07184	1.07188	1.07167	1.07180	231	0	0
2023.06.06	06:30:00	1.07179	1.07179	1.07143	1.07154	192	0	0
2023.06.06	06:45:00	1.07154	1.07166	1.07153	1.07159	202	0	0
2023.06.06	07:00:00	1.07159	1.07210	1.07151	1.07193	235	0	0
2023.06.06	07:15:00	1.07194	1.07206	1.07172	1.07196	248	0	0
2023.06.06	07:30:00	1.07198	1.07240	1.07183	1.07236	867	0	0
2023.06.06	07:45:00	1.07236	1.07241	1.07212	1.07234	378	0	0
2023.06.06	08:00:00	1.07234	1.07313	1.07234	1.07303	501	0	0
2023.06.06	08:15:00	1.07303	1.07308	1.07248	1.07251	345	0	0
2023.06.06	08:30:00	1.07251	1.07293	1.07243	1.07247	426	0	0
2023.06.06	08:45:00	1.07247	1.07289	1.07227	1.07251	414	0	0
2023.06.06	09:00:00	1.07250	1.07279	1.07213	1.07264	942	0	0
2023.06.06	09:15:00	1.07264	1.07310	1.07230	1.07270	817	0	0
2023.06.06	09:30:00	1.07269	1.07329	1.07267	1.07294	758	0	0
2023.06.06	09:45:00	1.07295	1.07295	1.07228	1.07242	818	0	0
2023.06.06	10:00:00	1.07241	1.07275	1.07195	1.07250	1337	0	0
2023.06.06	10:15:00	1.07250	1.07263	1.07099	1.07126	1383	0	0
2023.06.06	10:30:00	1.07126	1.07164	1.07073	1.07101	1383	0	0
2023.06.06	10:45:00	1.07101	1.07150	1.07072	1.07146	1147	0	0
2023.06.06	11:00:00	1.07148	1.07150	1.07029	1.07048	1489	0	0
2023.06.06	11:15:00	1.07048	1.07058	1.06951	1.07015	1134	0	0
2023.06.06	11:30:00	1.07015	1.07036	1.06985	1.07012	819	0	0
2023.06.06	11:45:00	1.07011	1.07033	1.06967	1.06993	717	0	0
2023.06.06	12:00:00	1.06994	1.07011	1.06953	1.06960	718	0	0
2023.06.06	12:15:00	1.06960	1.06972	1.06934	1.06947	676	0	0
2023.06.06	12:30:00	1.06947	1.06980	1.06914	1.06952	670	0	0
2023.06.06	12:45:00	1.06953	1.06964	1.06894	1.06923	606	0	0
2023.06.06	13:00:00	1.06924	1.06927	1.06838	1.06897	638	0	0
2023.06.06	13:15:00	1.06897	1.06907	1.06824	1.06857	604	0	0
2023.06.06	13:30:00	1.06859	1.06948	1.06853	1.06942	850	0	0
2023.06.06	13:45:00	1.06940	1.06995	1.06939	1.06977	572	0	0
2023.06.06	14:00:00	1.06978	1.07004	1.06893	1.06896	630	0	0
2023.06.06	14:15:00	1.06890	1.06938	1.06875	1.06915	453	0	0
2023.06.06	14:30:00	1.06916	1.06958	1.06894	1.06902	594	0	0
2023.06.06	14:45:00	1.06902	1.06906	1.06764	1.06770	718	0	0
2023.06.06	15:00:00	1.06770	1.06839	1.06768	1.06783	707	0	0
2023.06.06	15:15:00	1.06785	1.06808	1.06730	1.06744	831	0	0
2023.06.06	15:30:00	1.06744	1.06748	1.06682	1.06725	813	0	0
2023.06.06	15:45:00	1.06723	1.06753	1.06671	1.06707	769	0	0
2023.06.06	16:00:00	1.06707	1.06803	1.06698	1.06798	722	0	0
2023.06.06	16:15:00	1.06798	1.06813	1.06768	1.06793	609	0	0
2023.06.06	16:30:00	1.06793	1.06827	1.06724	1.06744	1080	0	0
2023.06.06	16:45:00	1.06742	1.06763	1.06692	1.06726	1255	0	0
2023.06.06	17:00:00	1.06726	1.06825	1.06711	1.06803	1295	0	0
2023.06.06	17:15:00	1.06803	1.06846	1.06763	1.06780	805	0	0
2023.06.06	17:30:00	1.06779	1.06816	1.06736	1.06751	777	0	0
2023.06.06	17:45:00	1.06751	1.06911	1.06743	1.06909	1236	0	0
2023.06.06	18:00:00	1.06907	1.06919	1.06853	1.06855	972	0	0
2023.06.06	18:15:00	1.06855	1.06922	1.06848	1.06922	753	0	0
2023.06.06	18:30:00	1.06924	1.06934	1.06900	1.06910	618	0	0
2023.06.06	18:45:00	1.06911	1.06969	1.06910	1.06944	621	0	0
2023.06.06	19:00:00	1.06944	1.06979	1.06929	1.06938	553	0	0
2023.06.06	19:15:00	1.06938	1.06939	1.06895	1.06895	516	0	0
2023.06.06	19:30:00	1.06895	1.06903	1.06874	1.06879	456	0	0
2023.06.06	19:45:00	1.06877	1.06897	1.06877	1.06884	307	0	0
2023.06.06	20:00:00	1.06884	1.06885	1.06823	1.06870	432	0	0
2023.06.06	20:15:00	1.06870	1.06880	1.06828	1.06854	411	0	0
2023.06.06	20:30:00	1.06854	1.06871	1.06849	1.06855	217	0	0
2023.06.06	20:45:00	1.06854	1.06872	1.06845	1.06859	243	0	0
2023.06.06	21:00:00	1.06856	1.06908	1.06848	1.06904	310	0	0
2023.06.06	21:15:00	1.06905	1.06926	1.06904	1.06918	355	0	0
2023.06.06	21:30:00	1.06918	1.06956	1.06903	1.06953	326	0	0
2023.06.06	21:45:00	1.06953	1.06962	1.06942	1.06943	293	0	0
2023.06.06	22:00:00	1.06943	1.06943	1.06919	1.06922	376	0	0
2023.06.06	22:15:00	1.06922	1.06963	1.06922	1.06951	269	0	0
2023.06.06	22:30:00	1.06951	1.06955	1.06904	1.06929	295	0	0
2023.06.06	22:45:00	1.06930	1.06937	1.06914	1.06920	391	0	0
2023.06.06	23:00:00	1.06921	1.06931	1.06903	1.06911	208	0	0
2023.06.06	23:15:00	1.06913	1.06932	1.06913	1.06926	125	0	0
2023.06.06	23:30:00	1.06925	1.06926	1.06913	1.06919	113	0	0
2023.06.06	23:45:00	1.06920	1.06929	1.06917	1.06923	119	0	0
2023.06.07	00:00:00	1.06915	1.06938	1.06912	1.06937	47	0	18
2023.06.07	00:15:00	1.06938	1.06943	1.06931	1.06939	63	0	15
2023.06.07	00:30:00	1.06939	1.06942	1.06931	1.06939	75	0	11
2023.06.07	00:45:00	1.06930	1.06957	1.06926	1.06935	69	0	8
2023.06.07	01:00:00	1.06934	1.06953	1.06927	1.06942	150	0	0
2023.06.07	01:15:00	1.06942	1.06950	1.06942	1.06945	97	0	2
2023.06.07	01:30:00	1.06945	1.06950	1.06937	1.06950	103	0	0
2023.06.07	01:45:00	1.06946	1.06951	1.06942	1.06951	81	0	0
2023.06.07	02:00:00	1.06949	1.06956	1.06924	1.06928	98	0	0
2023.06.07	02:15:00	1.06928	1.06944	1.06925	1.06942	143	0	0
2023.06.07	02:30:00	1.06942	1.06962	1.06939	1.06956	216	0	0
2023.06.07	02:45:00	1.06952	1.06992	1.06944	1.06986	169	0	0
2023.06.07	03:00:00	1.06987	1.07022	1.06974	1.07008	454	0	0
2023.06.07	03:15:00	1.07009	1.07040	1.07004	1.07008	352	0	0
2023.06.07	03:30:00	1.07006	1.07040	1.06979	1.07037	316	0	0
2023.06.07	03:45:00	1.07037	1.07044	1.06985	1.07004	322	0	0
2023.06.07	04:00:00	1.07004	1.07011	1.06985	1.06994	384	0	0
2023.06.07	04:15:00	1.06994	1.07002	1.06971	1.06996	369	0	0
2023.06.07	04:30:00	1.06997	1.07014	1.06943	1.06951	710	0	0
2023.06.07	04:45:00	1.06951	1.06968	1.06928	1.06964	467	0	0
2023.06.07	05:00:00	1.06964	1.06966	1.06901	1.06904	421	0	0
2023.06.07	05:15:00	1.06905	1.06931	1.06887	1.06929	457	0	0
2023.06.07	05:30:00	1.06929	1.06944	1.06912	1.06937	420	0	0
2023.06.07	05:45:00	1.06938	1.06944	1.06922	1.06929	281	0	0
2023.06.07	06:00:00	1.06929	1.06935	1.06895	1.06900	429	0	0
2023.06.07	06:15:00	1.06901	1.06922	1.06896	1.06911	289	0	0
2023.06.07	06:30:00	1.06911	1.06936	1.06908	1.06920	249	0	0
2023.06.07	06:45:00	1.06921	1.06937	1.06910	1.06928	235	0	0
2023.06.07	07:00:00	1.06927	1.06951	1.06923	1.06951	127	0	0
2023.06.07	07:15:00	1.06951	1.06957	1.06941	1.06941	142	0	0
2023.06.07	07:30:00	1.06941	1.06941	1.06915	1.06921	208	0	0
2023.06.07	07:45:00	1.06921	1.06921	1.06895	1.06905	300	0	0
2023.06.07	08:00:00	1.06906	1.06906	1.06844	1.06859	477	0	0
2023.06.07	08:15:00	1.06859	1.06864	1.06834	1.06851	374	0	0
2023.06.07	08:30:00	1.06850	1.06886	1.06850	1.06884	369	0	0
2023.06.07	08:45:00	1.06885	1.06885	1.06842	1.06851	401	0	0
2023.06.07	09:00:00	1.06850	1.06861	1.06802	1.06835	760	0	0
2023.06.07	09:15:00	1.06835	1.06840	1.06749	1.06781	634	0	0
2023.06.07	09:30:00	1.06781	1.06791	1.06727	1.06739	590	0	0
2023.06.07	09:45:00	1.06737	1.06775	1.06726	1.06767	638	0	0
2023.06.07	10:00:00	1.06764	1.06819	1.06683	1.06698	1052	0	0
2023.06.07	10:15:00	1.06697	1.06767	1.06697	1.06764	942	0	0
2023.06.07	10:30:00	1.06764	1.06840	1.06762	1.06840	812	0	0
2023.06.07	10:45:00	1.06840	1.06865	1.06824	1.06843	618	0	0
2023.06.07	11:00:00	1.06844	1.06891	1.06793	1.06884	632	0	0
2023.06.07	11:15:00	1.06883	1.06890	1.06850	1.06861	520	0	0
2023.06.07	11:30:00	1.06861	1.06870	1.06842	1.06863	532	0	0
2023.06.07	11:45:00	1.06862	1.06934	1.06848	1.06931	561	0	0
2023.06.07	12:00:00	1.06933	1.06975	1.06902	1.06949	615	0	0
2023.06.07	12:15:00	1.06949	1.06976	1.06928	1.06944	437	0	0
2023.06.07	12:30:00	1.06944	1.06978	1.06919	1.06956	450	0	0
2023.06.07	12:45:00	1.06956	1.06974	1.06929	1.06964	508	0	0
2023.06.07	13:00:00	1.06964	1.07047	1.06964	1.07013	592	0	0
2023.06.07	13:15:00	1.07013	1.07090	1.06992	1.07076	565	0	0
2023.06.07	13:30:00	1.07077	1.07127	1.07049	1.07127	668	0	0
2023.06.07	13:45:00	1.07127	1.07186	1.07110	1.07149	838	0	0
2023.06.07	14:00:00	1.07149	1.07208	1.07130	1.07176	896	0	0
2023.06.07	14:15:00	1.07175	1.07205	1.07147	1.07186	680	0	0
2023.06.07	14:30:00	1.07188	1.07231	1.07159	1.07187	513	0	0
2023.06.07	14:45:00	1.07187	1.07188	1.07141	1.07156	634	0	0
2023.06.07	15:00:00	1.07155	1.07181	1.07135	1.07160	658	0	0
2023.06.07	15:15:00	1.07161	1.07172	1.07077	1.07083	730	0	0
2023.06.07	15:30:00	1.07081	1.07122	1.07052	1.07074	818	0	0
2023.06.07	15:45:00	1.07074	1.07181	1.07065	1.07161	841	0	0
2023.06.07	16:00:00	1.07159	1.07217	1.07141	1.07217	1095	0	0
2023.06.07	16:15:00	1.07217	1.07229	1.07170	1.07170	756	0	0
2023.06.07	16:30:00	1.07171	1.07280	1.07152	1.07278	1098	0	0
2023.06.07	16:45:00	1.07278	1.07388	1.07267	1.07372	1296	0	0
2023.06.07	17:00:00	1.07373	1.07398	1.07229	1.07240	2903	0	0
2023.06.07	17:15:00	1.07240	1.07257	1.07131	1.07155	1633	0	0
2023.06.07	17:30:00	1.07154	1.07188	1.07090	1.07096	1558	0	0
2023.06.07	17:45:00	1.07095	1.07120	1.07032	1.07078	1453	0	0
2023.06.07	18:00:00	1.07079	1.07084	1.07018	1.07032	1227	0	0
2023.06.07	18:15:00	1.07031	1.07079	1.07028	1.07052	824	0	0
2023.06.07	18:30:00	1.07052	1.07106	1.07038	1.07040	842	0	0
2023.06.07	18:45:00	1.07039	1.07039	1.06952	1.07012	894	0	0
2023.06.07	19:00:00	1.07012	1.07067	1.07011	1.07018	776	0	0
2023.06.07	19:15:00	1.07018	1.07060	1.07011	1.07025	479	0	0
2023.06.07	19:30:00	1.07025	1.07047	1.06956	1.06960	698	0	0
2023.06.07	19:45:00	1.06960	1.06994	1.06929	1.06933	779	0	0
2023.06.07	20:00:00	1.06933	1.06950	1.06913	1.06934	589	0	0
2023.06.07	20:15:00	1.06932	1.06949	1.06930	1.06935	726	0	0
2023.06.07	20:30:00	1.06936	1.06952	1.06911	1.06950	452	0	0
2023.06.07	20:45:00	1.06952	1.06997	1.06946	1.06989	636	0	0
2023.06.07	21:00:00	1.06988	1.07018	1.06973	1.07009	468	0	0
2023.06.07	21:15:00	1.07008	1.07017	1.06996	1.07008	436	0	0
2023.06.07	21:30:00	1.07008	1.07022	1.06987	1.06994	407	0	0
2023.06.07	21:45:00	1.06994	1.07035	1.06989	1.07025	398	0	0
2023.06.07	22:00:00	1.07025	1.07054	1.07015	1.07038	353	0	0
2023.06.07	22:15:00	1.07038	1.07052	1.07015	1.07018	327	0	0
2023.06.07	22:30:00	1.07018	1.07026	1.07002	1.07007	336	0	0
2023.06.07	22:45:00	1.07008	1.07012	1.06936	1.06936	542	0	0
2023.06.07	23:00:00	1.06938	1.06990	1.06936	1.06988	267	0	0
2023.06.07	23:15:00	1.06988	1.06999	1.06964	1.06974	246	0	1
2023.06.07	23:30:00	1.06975	1.06986	1.06970	1.06980	145	0	1
2023.06.07	23:45:00	1.06979	1.06994	1.06977	1.06982	148	0	1
2023.06.08	00:00:00	1.06975	1.06977	1.06913	1.06968	66	0	27
2023.06.08	00:15:00	1.06951	1.06989	1.06951	1.06979	100	0	19
2023.06.08	00:30:00	1.06979	1.06986	1.06974	1.06980	197	0	12
2023.06.08	00:45:00	1.06980	1.06985	1.06974	1.06984	60	0	9
2023.06.08	01:00:00	1.06985	1.07004	1.06984	1.07002	191	0	0
2023.06.08	01:15:00	1.07000	1.07014	1.06985	1.07004	201	0	0
2023.06.08	01:30:00	1.07002	1.07010	1.06973	1.06976	603	0	2
2023.06.08	01:45:00	1.06976	1.06997	1.06973	1.06994	143	0	1
2023.06.08	02:00:00	1.06989	1.07007	1.06982	1.06989	131	0	0
2023.06.08	02:15:00	1.06990	1.06992	1.06965	1.06975	171	0	0
2023.06.08	02:30:00	1.06975	1.07053	1.06972	1.07046	188	0	0
2023.06.08	02:45:00	1.07046	1.07072	1.07038	1.07070	221	0	0
2023.06.08	03:00:00	1.07071	1.07100	1.07064	1.07086	448	0	0
2023.06.08	03:15:00	1.07087	1.07087	1.07070	1.07071	216	0	0
2023.06.08	03:30:00	1.07071	1.07092	1.07065	1.07071	282	0	0
2023.06.08	03:45:00	1.07071	1.07099	1.07065	1.07085	406	0	0
2023.06.08	04:00:00	1.07086	1.07100	1.07068	1.07071	336	0	0
2023.06.08	04:15:00	1.07069	1.07092	1.07049	1.07058	364	0	0
2023.06.08	04:30:00	1.07055	1.07085	1.07027	1.07071	731	0	0
2023.06.08	04:45:00	1.07072	1.07098	1.07060	1.07087	537	0	0
2023.06.08	05:00:00	1.07087	1.07115	1.07073	1.07079	295	0	0
2023.06.08	05:15:00	1.07076	1.07115	1.07071	1.07094	271	0	0
2023.06.08	05:30:00	1.07095	1.07100	1.07068	1.07074	275	0	0
2023.06.08	05:45:00	1.07074	1.07088	1.07065	1.07067	281	0	0
2023.06.08	06:00:00	1.07066	1.07096	1.07059	1.07094	286	0	0
2023.06.08	06:15:00	1.07093	1.07105	1.07081	1.07102	235	0	0
2023.06.08	06:30:00	1.07102	1.07110	1.07088	1.07104	311	0	0
2023.06.08	06:45:00	1.07104	1.07107	1.07076	1.07083	355	0	0
2023.06.08	07:00:00	1.07084	1.07099	1.07054	1.07075	281	0	0
2023.06.08	07:15:00	1.07075	1.07103	1.07074	1.07101	219	0	0
2023.06.08	07:30:00	1.07101	1.07102	1.07081	1.07082	199	0	0
2023.06.08	07:45:00	1.07082	1.07137	1.07077	1.07116	229	0	0
2023.06.08	08:00:00	1.07116	1.07148	1.07108	1.07127	373	0	0
2023.06.08	08:15:00	1.07128	1.07165	1.07123	1.07161	280	0	0
2023.06.08	08:30:00	1.07160	1.07175	1.07139	1.07146	605	0	0
2023.06.08	08:45:00	1.07146	1.07146	1.07092	1.07103	386	0	0
2023.06.08	09:00:00	1.07103	1.07132	1.07092	1.07101	525	0	0
2023.06.08	09:15:00	1.07101	1.07107	1.07077	1.07082	446	0	0
2023.06.08	09:30:00	1.07082	1.07177	1.07082	1.07155	587	0	0
2023.06.08	09:45:00	1.07155	1.07191	1.07098	1.07112	693	0	0
2023.06.08	10:00:00	1.07112	1.07125	1.07055	1.07084	1118	0	0
2023.06.08	10:15:00	1.07081	1.07106	1.07010	1.07016	812	0	0
2023.06.08	10:30:00	1.07016	1.07076	1.07016	1.07057	702	0	0
2023.06.08	10:45:00	1.07057	1.07133	1.07054	1.07131	607	0	0
2023.06.08	11:00:00	1.07132	1.07169	1.07098	1.07155	620	0	0
2023.06.08	11:15:00	1.07155	1.07192	1.07130	1.07184	490	0	0
2023.06.08	11:30:00	1.07186	1.07218	1.07152	1.07189	800	0	0
2023.06.08	11:45:00	1.07189	1.07300	1.07188	1.07268	949	0	0
2023.06.08	12:00:00	1.07268	1.07338	1.07209	1.07226	1007	0	0
2023.06.08	12:15:00	1.07226	1.07326	1.07223	1.07289	683	0	0
2023.06.08	12:30:00	1.07288	1.07289	1.07235	1.07271	525	0	0
2023.06.08	12:45:00	1.07271	1.07315	1.07258	1.07288	582	0	0
2023.06.08	13:00:00	1.07288	1.07330	1.07284	1.07313	429	0	0
2023.06.08	13:15:00	1.07313	1.07313	1.07268	1.07270	462	0	0
2023.06.08	13:30:00	1.07271	1.07330	1.07261	1.07277	468	0	0
2023.06.08	13:45:00	1.07277	1.07328	1.07277	1.07298	522	0	0
2023.06.08	14:00:00	1.07298	1.07311	1.07238	1.07294	571	0	0
2023.06.08	14:15:00	1.07294	1.07367	1.07289	1.07362	596	0	0
2023.06.08	14:30:00	1.07362	1.07367	1.07303	1.07349	672	0	0
2023.06.08	14:45:00	1.07348	1.07392	1.07340	1.07358	653	0	0
2023.06.08	15:00:00	1.07358	1.07401	1.07335	1.07365	738	0	0
2023.06.08	15:15:00	1.07365	1.07422	1.07342	1.07381	1100	0	0
2023.06.08	15:30:00	1.07381	1.07591	1.07381	1.07512	2650	0	0
2023.06.08	15:45:00	1.07511	1.07520	1.07413	1.07469	1346	0	0
2023.06.08	16:00:00	1.07468	1.07522	1.07419	1.07501	1267	0	0
2023.06.08	16:15:00	1.07502	1.07568	1.07481	1.07520	1155	0	0
2023.06.08	16:30:00	1.07519	1.07640	1.07500	1.07607	1877	0	0
2023.06.08	16:45:00	1.07607	1.07693	1.07586	1.07655	1566	0	0
2023.06.08	17:00:00	1.07655	1.07724	1.07648	1.07670	1213	0	0
2023.06.08	17:15:00	1.07670	1.07746	1.07619	1.07742	1088	0	0
